ProductID,ImageUrl,Model,Price,Model,Display Size,Display Technology,Pixel Density,Battery Capacity,Camera Resolution,CPU Manufacturing,Operating System,RAM,Internal Storage,Refresh Rate,5G,Suya dayanıklılık,Toza dayanıklılık
986554,https://resim.epey.com/986554/b_infinix-note-12-pro-1.png,Infinix Note 12 Pro 4G 8 GB RAM 256 GB,11999,Infinix Note 12 Pro 4G,6.7 İnç,AMOLED,,5000 mAh,108 MP,6 nm,Android,8 GB,256 GB,,Yok,,
921462,https://resim.epey.com/921462/b_omix-x6-2.png,Omix X6 6 GB RAM 128 GB,6399,Omix X6,6.78 İnç,IPS LCD,396 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,,
909684,https://resim.epey.com/909684/b_redmi-13c-5g-1.png,Redmi 13C 5G 4 GB RAM 128 GB,6660,Redmi 13C 5G,6.74 İnç,IPS LCD,260 PPI,5000 mAh,50 MP,6 nm,Android,4 GB,128 GB,90 Hz,Var,Sadece Sıçramalara Karşı,
909864,https://resim.epey.com/909864/b_mipo-m46-pro-3.png,Mipo M46 Pro 8 GB RAM 128 GB,5599,Mipo M46 Pro,6.82 İnç,IPS LCD,263 PPI,5000 mAh,48 MP,12 nm,Android,8 GB,128 GB,60 Hz,Yok,,
909734,https://resim.epey.com/909734/b_mipo-m33-1.png,Mipo M33 6 GB RAM 128 GB,7499,Mipo M33,6.51 İnç,IPS LCD,270 PPI,4680 mAh,48 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,,
909853,https://resim.epey.com/909853/b_mipo-m17-1.png,Mipo M17 4 GB RAM 128 GB,5879,Mipo M17,6.51 İnç,IPS LCD,270 PPI,4000 mAh,13 MP,28 nm,Android,4 GB,128 GB,60 Hz,Yok,,
909735,https://resim.epey.com/909735/b_mipo-m25-1.png,Mipo M25 4 GB RAM 128 GB,6392,Mipo M25,6.51 İnç,IPS LCD,270 PPI,4000 mAh,13 MP,28 nm,Android,4 GB,128 GB,60 Hz,Yok,,
914283,https://resim.epey.com/914283/b_hiking-a48-2.png,Hiking A48 6 GB RAM 128 GB,7840,Hiking A48,6.51 İnç,IPS LCD,270 PPI,4300 mAh,48 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,,
905610,https://resim.epey.com/905610/b_omix-x3-1.png,Omix X3 4 GB RAM 64 GB,5999,Omix X3,6.51 İnç,IPS LCD,270 PPI,4500 mAh,13 MP,12 nm,Android,4 GB,64 GB,60 Hz,Yok,,
913941,https://resim.epey.com/913941/b_reeder-s23-pro-max-512gb-7.png,Reeder S23 Pro Max 8 GB RAM 512 GB,7092,Reeder S23 Pro Max,6.51 İnç,IPS LCD,270 PPI,5000 mAh,48 MP,12 nm,Android,8 GB,512 GB,60 Hz,Yok,,
897749,https://resim.epey.com/897749/b_casper-via-m35-128gb-4.png,Casper VIA M35 4 GB RAM 128 GB,6499,Casper VIA M35,6.5 İnç,IPS LCD,270 PPI,5000 mAh,13 MP,12 nm,Android,4 GB,128 GB,60 Hz,Yok,,
906472,https://resim.epey.com/906472/b_omix-x5-6gb-1.png,Omix X5 6 GB RAM 128 GB,5375,Omix X5,6.56 İnç,IPS LCD,269 PPI,5000 mAh,50 MP,12 nm,Android,6 GB,128 GB,90 Hz,Yok,IPX3,IP5X
896361,https://resim.epey.com/896361/b_hiking-a51-12-256-gb-1.png,Hiking A51 12 GB RAM 256 GB,9119,Hiking A51,6.55 İnç,OLED,402 PPI,4300 mAh,108 MP,6 nm,Android,12 GB,256 GB,,Yok,,
895726,https://resim.epey.com/895726/b_dijitsu-djt90-1.png,Dijitsu DCT90 6 GB RAM 128 GB,7199,Dijitsu DCT90,6.52 İnç,IPS LCD,269 PPI,5000 mAh,21 MP,12 nm,Android,6 GB,128 GB,60 Hz,Yok,,
